url	download_complete
fano.ics.uci.edu/cites/Organization/Univ-of-Wisconsin-Milwaukee-Dept-of-Computer-Science.html	complete
fano.ics.uci.edu/cites/Organization/Univ-of-California-Los-Angeles-Computer-Science-Dept.html	complete
www.ics.uci.edu/grad/admissions	complete
www.ics.uci.edu/~eppstein/cgt/troll.html	complete
mcs.ics.uci.edu/career/career-exploration	complete
fano.ics.uci.edu/cites/Location/Proc-33rd-Symp-Theory-of-Computing.html	complete
www.ics.uci.edu/~pattis/ICS-33/lectures/treesi.txt	complete
fano.ics.uci.edu/cites/Organization/Univ-of-California-Irvine-Dept-of-Cognitive-Science.html	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Bielefeld-Faculty-of-Technology.html	complete
mailman.ics.uci.edu/mailman/private/phd.softeng	complete
fano.ics.uci.edu/cites/Author/Stefan-Farestam.html	complete
vision.ics.uci.edu/papers/RamananB_PAMI_2011	complete
fano.ics.uci.edu/cites/Author/Edward-J-Coyle.html	complete
www.ics.uci.edu/~eppstein/gina/constraint.html	complete
fano.ics.uci.edu/cites/Location/Proc-7th-Symp-Computational-Geometry.html	complete
fano.ics.uci.edu/cites/Author/Samuele-Pedroni.html	complete
www.ics.uci.edu/~sjordan/research/tiers.html	complete
mailman.ics.uci.edu/mailman/admin/ivecg-faculty	complete
fano.ics.uci.edu/cites/Author/Nikos-A-Vlassis.html	complete
www.ics.uci.edu/~dan/pubs/DC-references.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch7/Ch7Rcode.txt	complete
fano.ics.uci.edu/cites/Publication/Man-PhD-00.html	complete
fano.ics.uci.edu/cites/Author/Johannes-A-La-Poutre.html	complete
isg.ics.uci.edu/index.html	complete
computableplant.ics.uci.edu/papers/XXX	complete
fano.ics.uci.edu/cites/Publication/CarKatMit-WADS-05.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/DiasorinData.txt	complete
fano.ics.uci.edu/cites/Document/Edge-insertion-for-optimal-triangulation.html	complete
www-db.ics.uci.edu/pages/partners/index.shtml	complete
www.ics.uci.edu/~yyang8/research/proxemics/code/README	complete
www.ics.uci.edu/~pazzani/Slides/MLC94/tsld014.htm	complete
asterix.ics.uci.edu/bigactivedata/team.html	complete
sherlock.ics.uci.edu/code.html	complete
www.ics.uci.edu/~goodrich/teach/ics247/hw/hw4.html	complete
www.ics.uci.edu/~thornton/ics45c/Notes/AbstractBaseClasses	complete
www.ics.uci.edu/ugrad/degrees/second_baccs.php	complete
fano.ics.uci.edu/cites/Publication/BelDeLRic-SODA-00.html	complete
www.ics.uci.edu/computing/email/google_vacation.php	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/183.html	complete
www.ics.uci.edu/~lcampos	complete
www.ics.uci.edu/~dan/genealogy/Miller/langsam/naftali.htm	complete
www.ics.uci.edu/~eppstein/161/python/matmult.py	complete
www.ics.uci.edu/community/events/openhouse/research08.html	complete
computableplant.ics.uci.edu/papers/2005/CVPR-2005-Abstract.html	complete
fano.ics.uci.edu/cites/Location/Proc-25th-Int-Coll-Automata-Languages-and-Programming-(ICALP-1998).html	complete
www.ics.uci.edu/~kay/courses/i41/final.html	complete
fano.ics.uci.edu/cites/Location/Proc-7th-Int-Conf-in-Central-Europe-on-Computer-Graphics-Visualization-and-Interactive-Digital-Media-(WSCG-1999).html	complete
www.ics.uci.edu/~pattis/ICS-33/handouts.html	complete
fano.ics.uci.edu/cites/Publication/Epp-SCG-07.html	complete
www.ics.uci.edu/about/annualreport/2006-07/index.php	complete
isg.ics.uci.edu	complete
www.ics.uci.edu/~sudderth/bio	complete
fano.ics.uci.edu/cites/Location/Abstracts-of-the-AMS.html	complete
fano.ics.uci.edu/cites/Location/Proc-10th-Symp-Theoretical-Aspects-of-Computer-Science-(STACS-1993).html	complete
fano.ics.uci.edu/cites/Publication/Gal-ACAPS-95.html	complete
fano.ics.uci.edu/cites/Location/Proc-2nd-Eur-Symp-Algorithms-(ESA-1994).html	complete
asterix.ics.uci.edu/bigactivedata	complete
fano.ics.uci.edu/cites/Location/Proc-18th-Symp-Computational-Geometry.html	complete
www.ics.uci.edu/grad/funding/index	complete
fano.ics.uci.edu/cites/Organization/Colorado-State-Univ-Dept-of-Computer-Science.html	complete
fano.ics.uci.edu/cites/Location/ICGA-J.html	complete
support.ics.uci.edu/ics.system/feed.xml	complete
asterix.ics.uci.edu/bigactivedata/index.html	complete
fano.ics.uci.edu/cites/Publication/GalGeo-IMR-96.html	complete
fano.ics.uci.edu/cites/Location/Proc-3rd-Int-Cong-Industrial-+-Applied-Mathematics.html	complete
www.ics.uci.edu/ugrad/admissions/transfer/index.php	complete
vision.ics.uci.edu/papers/GehlerHW_ICML_2006	complete
www.ics.uci.edu/~ucounsel/continuing_students/cheat.html	complete
www.ics.uci.edu/~pattis/common/handouts/pythoneclipsejava/courselib.html	complete
www.ics.uci.edu/~minhaenl/class/java_class?C=D;O=A	incomplete
www.ics.uci.edu/~dan/genealogy/Krakow/1798image.html	complete
mhcid.ics.uci.edu/program/curriculum	complete
www.ics.uci.edu/ugrad/degrees/www.admissions.uci.edu	incomplete
www.ics.uci.edu/~dan/class/161/syllabus161-18.html	complete
fano.ics.uci.edu/cites/Location/Proc-11th-Eur-Symp-Algorithms-(ESA-2003).html	complete
www.ics.uci.edu/~mopy/misc.html	complete
computableplant.ics.uci.edu/theses/guy/Plenum.html	complete
www.ics.uci.edu/~eppstein/pubs/p-3poly.html	complete
vision.ics.uci.edu/papers/MartinFM_PAMI_2003	complete
www.ics.uci.edu/%7Evbonsi	complete
fano.ics.uci.edu/cites/Publication/BerEpp-CGC-97.html	complete
fano.ics.uci.edu/cites/Organization/Univ-de-Sao-Paulo-Inst-de-Matematica-e-Estatistica.html	complete
netreg.ics.uci.edu?topic=Please+log+into+system%3A++%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3B%26nbsp%3BUsing+LDAP+Authentication+with+ICS+ID+and+Password&state__=wcapp.help%2F%2F1524210849%2F%2F%2F%2F%2F%26632f0def692ba02c267932bc7947720b	complete
www.ics.uci.edu/%7elab/lab_schedule/schedules/364a.html	complete
www.ics.uci.edu/faculty/area/area_software.php	complete
fano.ics.uci.edu/cites/Location/Proc-6th-Int-Conf-Computing-and-Combinatorics-(COCOON-2000).html	complete
fano.ics.uci.edu/cites/Author/Marek-Chrobak.html	complete
www.ics.uci.edu/computing/account/faqs.php	complete
www.ics.uci.edu/ugrad/policies/index.php/CS199_IN4MATX199.php	complete
fano.ics.uci.edu/cites/Location/Senior-thesis.html	complete
www.ics.uci.edu/~jsupanci/jsupanci.asc	complete
fano.ics.uci.edu/cites/Organization/Seoul-Nat-Univ-Dept-of-Computer-Engineering.html	complete
fano.ics.uci.edu/cites/Publication/Vav-TR-93b.html	complete
fano.ics.uci.edu/cites/Author/Celena-Tanguay.html	complete
fano.ics.uci.edu/cites/Publication/AgaDes-SODA-97.html	complete
fano.ics.uci.edu/cites/Organization/Chalmers-Univ-of-Technology-Inst-fuer-Datavetenskap.html	complete
fano.ics.uci.edu/cites/Location/Proc-1st-Int-Conf-Computing-+-Information.html	complete
fano.ics.uci.edu/cites/Author/Alfons-G-Hoekstra.html	complete
fano.ics.uci.edu/cites/Location/Annals-of-Mathematics-+-Artificial-Intelligence.html	complete
fano.ics.uci.edu/cites/Author/Stefan-Heinrich.html	complete
www.ics.uci.edu/~dvk/pub/SDM05_dvk.html	complete
fano.ics.uci.edu/cites/Organization/Czech-Technical-Univ-of-Prague-Dept-of-Computer-Science-and-Engineering.html	complete
vision.ics.uci.edu/papers/Sangmin_CVPR_2011	complete
www.ics.uci.edu/grad/policies/GradPolicies_ComprehensiveExam.php	complete
www.ics.uci.edu/~zhijingq/	complete
fano.ics.uci.edu/cites/Organization/Technion-Israel-Inst-Technology-Dept-of-Electrical-Engineering.html	complete
vision.ics.uci.edu/pocv2012/people.html	complete
www.ics.uci.edu/~skong2/worm.html	complete
www.ics.uci.edu/~eppstein/junkyard/thickness	complete
fano.ics.uci.edu/cites/Publication/Tan-ICIAM-95.html	complete
www.ics.uci.edu/~dvk	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Bergen-Dept-of-Informatics.html	complete
webmail.ics.uci.edu	complete
futurehealth.ics.uci.edu/resources/videos	complete
www.ics.uci.edu/~dan/genealogy/Miller/langsam/homelang.htm	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Tokyo-Dept-of-Urban-Engineering.html	complete
fano.ics.uci.edu/cites/Organization/Kluwer-Academic-Publishing.html	complete
fano.ics.uci.edu/cites/Document/Simultaneous-embedding-of-planar-graphs-with-few-bends.html	complete
mailman.ics.uci.edu/mailman/admin/hana-csw	complete
mailman.ics.uci.edu/mailman/listinfo/46-tutors	complete
fano.ics.uci.edu/cites/Organization/Chuo-Univ-Dept-of-Information-+-System-Engineering.html	complete
vision.ics.uci.edu/pocv2012/program.html	complete
www.ics.uci.edu/~thornton/ics21/CourseReference.html	complete
fano.ics.uci.edu/cites/Author/Peter-Bro-Miltersen.html	complete
www.ics.uci.edu/~dan/genealogy/Miller/spira/spira.htm	complete
fano.ics.uci.edu/cites/Publication/AryCheMou-SWAT-00.html	complete
www.ics.uci.edu/~aregan?C=D;O=A	complete
fano.ics.uci.edu/cites/Document/Geometric-thickness-of-complete-graphs.html	complete
fano.ics.uci.edu/cites/Organization/Indiana-Univ-of-Pennsylvania-Dept-of-Mathematics.html	complete
fano.ics.uci.edu/cites/Location/Proc-7th-Int-Symp-Graph-Drawing-(GD-1999).html	complete
fano.ics.uci.edu/cites/Location/Proc-20th-Symp-Principles-of-Programming-Languages.html	complete
fano.ics.uci.edu/cites/Location/Proc-41st-Conf-Decision-and-Control-(CDC-2002).html	complete
fano.ics.uci.edu/cites/Publication/deMGib-SCP-99.html	complete
www.ics.uci.edu/~eppstein/cgt/subsquare.html	complete
www.ics.uci.edu/~thornton/ics45c/Notes/BehindTheScenes	complete
www.ics.uci.edu/~sternh	complete
fano.ics.uci.edu/cites/Organization/Worcester-Polytechnic-Inst-Computer-Science-Dept.html	complete
www.ics.uci.edu/~emj/people.html	complete
fano.ics.uci.edu/cites/Location/Proc-1st-Int-Conf-Optical-Communications-and-Networks-(ICOCN-2002).html	complete
support.ics.uci.edu/computing/students	complete
www.ics.uci.edu/~dan/genealogy/Krakow/jpg	complete
fano.ics.uci.edu/cites/Author/Noga-Alon.html	complete
www.ics.uci.edu/computing/network	complete
fano.ics.uci.edu/cites/Document/Graph-theoretical-conditions-for-inscribability-and-Delaunay-realizability.html	complete
fano.ics.uci.edu/cites/Publication/LaP-PhD-91.html	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Melbourne-Dept-of-Geomatics.html	complete
fano.ics.uci.edu/cites/Organization/Radan-Computational-Ltd.html	complete
fano.ics.uci.edu/cites/Organization/Graz-Univ-of-Tech-Inst-for-Theoretical-Computer-Science.html	complete
fano.ics.uci.edu/cites/Organization/Cadence-Design-Systems-Inc.html	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Ittai-Mann-December2017.php	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Wisconsin-Madison-Computer-Sciences-Dept.html	complete
fano.ics.uci.edu/cites/Document/Conformal-refinement-of-all-quadrilateral-and-all-hexahedral-meshes-according-to-an-anisotropic-metric.html	complete
www.ics.uci.edu/~tkaczmar	complete
fano.ics.uci.edu/cites/Location/Proc-XIV-Cong-Int-de-Ingenieria-Grafica.html	incomplete
fano.ics.uci.edu/cites/Organization/Oklahoma-State-Univ-Dept-of-Mathematics.html	complete
fano.ics.uci.edu/cites/Organization/Auburn-Univ-Department-of-Discrete-and-Statistical-Sciences.html	complete
fano.ics.uci.edu/cites/Document/Drawing-planar-graphs-symmetrically-III-one-connected-planar-graphs.html	complete
www.ics.uci.edu/%7Emopy	complete
www.ics.uci.edu/~judithgr	complete
fano.ics.uci.edu/cites/Author/Giorgio-Ausiello.html	complete
fano.ics.uci.edu/cites/Location/Proc-5th-Scandinavian-Worksh-Algorithm-Theory-(SWAT-1996).html	complete
www.ics.uci.edu/~dan/genealogy/Miller/resource/kosice.htm	complete
mailman.ics.uci.edu/mailman/admin/hana	incomplete
fano.ics.uci.edu/cites/Publication/JaeHueSch-APOC-02.html	complete
www.ics.uci.edu/~dan/genealogy/Miller/spira/yshyadvg.txt	complete
www.ics.uci.edu/prospective/en/uci/student-services	complete
fano.ics.uci.edu/cites/Author/Marcelo-Siqueira.html	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/AcheDataExercise13-20.txt	complete
fano.ics.uci.edu/cites/Document/Arrangements-and-their-applications.html	complete
fano.ics.uci.edu/cites/Document/Randomized-parallel-algorithms-for-the-homing-sequence-problem.html	complete
fano.ics.uci.edu/cites/Organization/Neurotec-Corp.html	complete
fano.ics.uci.edu/cites/Location/Proc-8th-Int-Symp-Algorithms-+-Computation-(ISAAC-1997).html	complete
www.ics.uci.edu/~lab/lab_schedule/schedules/189.html	complete
fano.ics.uci.edu/cites/Organization/Univ-of-California-Los-Angeles-Dept-of-Mathematics.html	complete
fano.ics.uci.edu/cites/Location/Proc-1st-Symp-Discrete-Algorithms.html	complete
fano.ics.uci.edu/cites/Publication/Aur-CS-91.html	complete
www.ics.uci.edu/computing/services/printing.php	complete
fano.ics.uci.edu/cites/Organization/Gamma-Remote-Sensing-AG.html	complete
futurehealth.ics.uci.edu/news-events/uci-events	complete
www.ics.uci.edu/~minhaenl/web_data/impl	complete
fano.ics.uci.edu/cites/Location/Proc-21st-Conf-Computer-Graphics-and-Interactive-Techniques-(SIGGRAPH-1994).html	complete
www.ics.uci.edu/~eppstein/junkyard/inversion-preserves-circles.html	complete
www.ics.uci.edu/~pattis/ICS-33/assignments/program4/program.html	complete
fano.ics.uci.edu/cites/Author/Ferran-Hurtado-Diaz.html	complete
www.ics.uci.edu/~pazzani/Slides/BSEJ/sld011.htm	complete
fano.ics.uci.edu/cites/Location/Proc-IEEE.html	complete
fano.ics.uci.edu/cites/Location/J-High-Speed-Networks.html	complete
www.ics.uci.edu/faculty/area/area_compgraphics.php	complete
www.ics.uci.edu/prospective/zh-tw/uci/student-services	complete
fano.ics.uci.edu/cites/Author/Eyal-Flato.html	complete
www.ics.uci.edu/~goodrich/teach/cs263/hw/hw4.html	complete
fano.ics.uci.edu/cites/Organization/Yokohama.html	complete
www.ics.uci.edu/community/events/openhouse/research07.html	complete
fano.ics.uci.edu/cites/Document/What-structural-features-make-graph-problems-to-have-efficient-parallel-algorithms-Using-outerplanar-graphs-trapezoid-graphs-and-in-tournament-graphs-as-examples.html	complete
fano.ics.uci.edu/cites/Author/Jeremy-Gibbons.html	complete
mailman.ics.uci.edu/mailman/private/hanalab-researchers	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/OvarianCancerData.txt	complete
fano.ics.uci.edu/cites/Author/Stephan-Eidenbenz.html	incomplete
www.ics.uci.edu/~whayes	incomplete
www.ics.uci.edu/~pazzani/Students.html	incomplete
www.ics.uci.edu/~dillenco/pubs/intpoly.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-4th-Int-Worksh-Quality-of-Future-Internet-Services-(QoFIS-2003).html	incomplete
fano.ics.uci.edu/cites/Organization/Ecole-Norm-Sup-de-Lyon-Lab-de-Physique.html	complete
fano.ics.uci.edu/cites/Author/Stefan-van-Aelst.html	incomplete
www.ics.uci.edu/community/events/openhouse/rfid.php	complete
vision.ics.uci.edu/papers/BoF_CVPR_2011	incomplete
www.ics.uci.edu/~emj	complete
www.ics.uci.edu/~pattis/ICS-31/frameindex.html	incomplete
www.ics.uci.edu/~schark/ipps-final93.ps.Z	complete
www.ics.uci.edu/~eppstein/161/exams	incomplete
www.ics.uci.edu/~goodrich/teach/geom	complete
www.ics.uci.edu/~goodrich/teach/ics247	complete
fano.ics.uci.edu/cites/Location/Proc-18th-Eur-Worksh-Computational-Geometry-(EWCG-2002).html	incomplete
fano.ics.uci.edu/cites/Location/Annales-Societatis-Mathematicae-Polonae-ser-IV.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-5th-Israel-Symp-Theory-of-Computing-+-Systems.html	incomplete
fano.ics.uci.edu/cites/Location/SIAM-J-Numerical-Analysis.html	complete
www.ics.uci.edu/~alfaro	incomplete
www.ics.uci.edu/prospective/vi/admissions/application-tips	incomplete
fano.ics.uci.edu/cites/Location/Proc-Conf-Algorithms-and-Experiments-(ALEX-98).html	incomplete
www.ics.uci.edu/%7Ethornton/ics22/LabManual/SignalToNoise	incomplete
fano.ics.uci.edu/cites/Publication/EppGal-AR-88.html	complete
www.ics.uci.edu/~fowlkes/software/hme	incomplete
www.ics.uci.edu/~pazzani/Slides/CogSci95/sld001.htm	incomplete
www.ics.uci.edu/~dan/genealogy/Miller/eckstein/nissel.htm	incomplete
www.ics.uci.edu/~pattis/ICS-33/lectures/reviewmidterm.txt	complete
www.ics.uci.edu/ugrad/policies/Academic_Honesty.php	incomplete
www.ics.uci.edu/about/visit/index	complete
fano.ics.uci.edu/cites/Location/Proc-9th-Int-Symp-Algorithms-+-Computation-(ISAAC-1998).html	complete
www.ics.uci.edu/%7Eisaac/CVScherson-April2010	incomplete
fano.ics.uci.edu/cites/Organization/Europe-Southern-Observatory.html	incomplete
fano.ics.uci.edu/cites/Publication/BosDevEva-LATIN-02.html	incomplete
fano.ics.uci.edu/cites/Author/Jianer-Chen.html	incomplete
www.ics.uci.edu/~malek	incomplete
www.ics.uci.edu/Arcadia/atUCI.html	complete
fano.ics.uci.edu/cites/Author/Jarek-Rossignac.html	incomplete
www.ics.uci.edu/~rjammala/Publications.html	complete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI.php	complete
vision.ics.uci.edu/index.html	incomplete
www-db.ics.uci.edu/pages/joining/index.shtml	complete
www.ics.uci.edu/~pazzani/Slides/BSEJ/sld001.htm	complete
fano.ics.uci.edu/cites/Author/Li-Shiuan-Peh.html	incomplete
www.ics.uci.edu/~goodrich/teach/cs167	complete
www.ics.uci.edu/~goodrich/teach/cs161	complete
www.ics.uci.edu/~goodrich/teach/cs162	complete
fano.ics.uci.edu/cites/Organization/Technische-Univ-Graz-Inst-fuer-Informationsverarbeitung.html	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogCode.txt	complete
fano.ics.uci.edu/cites/Location/Computers-+-Operations-Research.html	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/data-science	complete
fano.ics.uci.edu/cites/Author/Danny-Z-Chen.html	incomplete
fano.ics.uci.edu/cites/Organization/W-H-Freeman.html	incomplete
fano.ics.uci.edu/cites/Document/A-new-3-color-criterion-for-planar-graphs.html	incomplete
fano.ics.uci.edu/cites/Document/Intervisibility-on-terrains.html	incomplete
www.ics.uci.edu/~minhaenl/web_data?C=M;O=A	incomplete
fano.ics.uci.edu/cites/Location/Proc-40th-Symp-Foundations-of-Computer-Science.html	incomplete
fano.ics.uci.edu/cites/Document/Incremental-computation-for-transformational-software-development.html	incomplete
fano.ics.uci.edu/cites/Publication/Che-SCG-93.html	incomplete
fano.ics.uci.edu/cites/Location/Proc-Int-Symp-Cooperative-Database-Systems-for-Advanced-Applications.html	incomplete
fano.ics.uci.edu/cites/Document/On-the-complexity-of-k-SAT.html	incomplete
www.ics.uci.edu/prospective/en/admissions/freshmen	complete
mailman.ics.uci.edu/mailman/listinfo/45j-tutors	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/LeukemiaPHWinBUGScode.odc	incomplete
fano.ics.uci.edu/cites/Publication/Mit-IJCGA-97.html	incomplete
www.ics.uci.edu/ugrad/degrees/degree_bmc.php	incomplete
fano.ics.uci.edu/cites/Publication/ImpPatZan-JCSS-01.html	incomplete
www.ics.uci.edu/~dvk/pub/WEPS2_dvk.html	incomplete
fano.ics.uci.edu/cites/Document/Fully-dynamic-output-bounded-single-source-shortest-path-problem.html	incomplete
fano.ics.uci.edu/cites/Author/Bernard-Chazelle.html	incomplete
fano.ics.uci.edu/cites/Document/The-farthest-point-strategy-for-progressive-image-sampling.html	incomplete
fano.ics.uci.edu/cites/Organization/Matrex-Ox.html	incomplete
fano.ics.uci.edu/cites/Location/Voronois-Impact-on-Modern-Sciences-II.html	incomplete
www.ics.uci.edu/~thornton/ics32a	incomplete
vision.ics.uci.edu/papers/PirsiavashRF_NIPS_2009	complete
fano.ics.uci.edu/cites/Publication/JaJ-92.html	incomplete
fano.ics.uci.edu/cites/Organization/CNRS-Lab-dInformatique-Modelisation-et-dOptimisation-des-Systemes.html	incomplete
www.ics.uci.edu/about/bren/gallery/gallery_04_jpg.php	complete
fano.ics.uci.edu/cites/Organization/Univ-of-Waterloo-School-of-Computer-Science.html	incomplete
fano.ics.uci.edu/cites/Organization/Ecole-Polytechnique-de-Montreal-Dep-de-Genie-Electrique.html	incomplete
fano.ics.uci.edu/cites/Organization/Lehman-College-Dept-of-Mathematics-+-Computer-Science.html	incomplete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/Larynx-Cancer-Data.txt	incomplete
www.ics.uci.edu/~projects/dissemination/people.htm	complete
fano.ics.uci.edu/cites/Author/D-Stott-Parker-Jr.html	incomplete
vision.ics.uci.edu/publications.html	complete
fano.ics.uci.edu/cites/Author/Gerard-Jennhwa-Chang.html	incomplete
vision.ics.uci.edu/papers/KongF_CVPR_2017	incomplete
fano.ics.uci.edu/cites/Location/J-Parallel-+-Distributed-Computing.html	incomplete
www.ics.uci.edu/~stasio/winter06/Lectures	complete
www.ics.uci.edu/dir/grad/Software/self	incomplete
fano.ics.uci.edu/cites/Organization/Middle-East-Tech-Univ-Electrical-and-Electronics-Engineering-Dept.html	incomplete
fano.ics.uci.edu/cites/Organization/ANSYS-Inc.html	incomplete
asterix.ics.uci.edu/supporters.html	incomplete
www.ics.uci.edu/~thornton/ics142	incomplete
fano.ics.uci.edu/cites/Organization/Univ-of-Rhode-Island-Dept-of-Computer-Science-and-Statistics.html	complete
