url	download_complete
www.ics.uci.edu/%7Ewics/links.html	complete
archive.ics.uci.edu/ml/00384	complete
sli.ics.uci.edu/Projects/Sensor	complete
www.ics.uci.edu/~redmiles/inf143-SQ09/links.html	complete
www.ics.uci.edu/teachingics.html	complete
www.ics.uci.edu/computing/services/microsoft_imagine.php	complete
www.ics.uci.edu/prospective/en/degrees/software-engineering	complete
www.ics.uci.edu/~dvk/GDF	complete
sli.ics.uci.edu/Site/Site	complete
www.ics.uci.edu/community/news/spotlight/spotlight_russell.php	complete
www.ics.uci.edu/ugrad/current/policies/Academic_Honesty.php	complete
www.ics.uci.edu/~bermanb	complete
www.ics.uci.edu/community/news/spotlight_vuong.php	complete
www.ics.uci.edu/~stasio/fall04/reading.html	complete
www.ics.uci.edu/~thornton/inf102	complete
archive.ics.uci.edu/ml/datasets/Thyroid+Disease	complete
vision.ics.uci.edu/people/28.html	complete
archive.ics.uci.edu/ml/gisette	complete
archive.ics.uci.edu/ml/solar-flare	complete
sli.ics.uci.edu/PmWiki/BasicEditing	complete
archive.ics.uci.edu/ml/synthetic-mld	complete
www.ics.uci.edu/computing/account/faqs.php	complete
www.ics.uci.edu/community/news/student_blogs/blog_posts/Emma_Anderson.php	complete
www.ics.uci.edu/~ziv	incomplete
www.ics.uci.edu/~redmiles/ics125-FQ01/kbcs.html	complete
www.ics.uci.edu/%7Edsm	complete
www.ics.uci.edu/community/news/spotlight_farnworth.php	complete
www.ics.uci.edu/~wscacchi/OrgSystems	complete
www.ics.uci.edu/~thornton/MidtermScores.html	complete
archive.ics.uci.edu/ml/datasets/Bank+Marketing	complete
www.ics.uci.edu/statistics/faculty	complete
wics.ics.uci.edu/event/intuit-workshop	complete
sli.ics.uci.edu/PmWiki/WikiWord	complete
archive.ics.uci.edu/ml/datasets/Forest+type+mapping	complete
www.ics.uci.edu/PAG.html	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/people.html	complete
www.ics.uci.edu/labs_specs/index.php	complete
www.ics.uci.edu/~yyang8	complete
www.ics.uci.edu/%7Ebxing	complete
vision.ics.uci.edu/papers/FowlkesMM_CVPR_2003	complete
archive.ics.uci.edu/ml/00388	complete
www.ics.uci.edu/~redmiles/links.html	complete
www.ics.uci.edu/prospective/ko/degrees/informatics	complete
www.ics.uci.edu/~schark/krish/sigmetrics96.ps.Z	complete
archive.ics.uci.edu/ml/00389	complete
www.ics.uci.edu/~wscacchi/Software-Acquisition-Web	complete
sdcl.ics.uci.edu/research	complete
mailman.ics.uci.edu/mailman/listinfo/hana-soc-reviewers	complete
vision.ics.uci.edu/papers/VondrickR_NIPS_2011	complete
wics.ics.uci.edu/author/admin	complete
archive.ics.uci.edu/ml/datasets/Dota2+Games+Results	complete
www.ics.uci.edu/community/events/openhouse/gallery_02.html	incomplete
www.ics.uci.edu/computing/ethics_summary.php	complete
wics.ics.uci.edu/category/news	complete
sdcl.ics.uci.edu/2014/04/visit-to-mobileworks-2	complete
www.ics.uci.edu/faculty/area_network.php	complete
www.ics.uci.edu/prospective/en/uci/student-services	complete
www.ics.uci.edu/~huw5	complete
mhcid.ics.uci.edu/program/events/career-conference	complete
www.ics.uci.edu/~oaiyelok	complete
mailman.ics.uci.edu/pipermail/collapseomatic	complete
sdcl.ics.uci.edu/opportunities	complete
www.ics.uci.edu/~wscacchi/Workshop2003	complete
www.ics.uci.edu/community/news/spotlight_diazgutierrez.php	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/seminar/Nanda/index.html	complete
www.ics.uci.edu/~projects/dissemination/publications.htm	complete
archive.ics.uci.edu/ml/datasets/Coil+1999+Competition+Data	complete
www.ics.uci.edu/grad/funding	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/initiatives.html	complete
www.ics.uci.edu/~sjordan	complete
mailman.ics.uci.edu/mailman/private/hanalab-researchers	complete
www.ics.uci.edu/ugrad/sao/index.php	complete
www.ics.uci.edu/~nicolau	complete
www.ics.uci.edu/~fowlkes/presentations.html	complete
archive.ics.uci.edu/ml/datasets/TTC-3600%3A+Benchmark+dataset+for+Turkish+text+categorization	complete
www.ics.uci.edu/ugrad/policies/Grade_Options	complete
archive.ics.uci.edu/ml/machine-learning-databases/event-detection	complete
www.ics.uci.edu/grad/policies/GradPolicies_EnrollmentStatus.php	incomplete
vision.ics.uci.edu/people/29.html	complete
mhcid.ics.uci.edu/people/mhcid-faculty-and-staff	complete
www.ics.uci.edu/~kay/python/RP0.py	complete
sli.ics.uci.edu/Projects/DataMining	complete
www.ics.uci.edu/%7elab/labs_specs/hardware.php	complete
archive.ics.uci.edu/ml/machine-learning-databases/00268	complete
archive.ics.uci.edu/ml/machine-learning-databases/00269	complete
archive.ics.uci.edu/ml/machine-learning-databases/00264	complete
sdcl.ics.uci.edu/2016/01/congratulations-lee-martie	complete
archive.ics.uci.edu/ml/machine-learning-databases/00266	complete
archive.ics.uci.edu/ml/datasets/Polish+companies+bankruptcy+data	complete
www.ics.uci.edu/~dechter/courses/ics-276/spring-18	complete
archive.ics.uci.edu/ml/datasets/Parkinson+Disease+Spiral+Drawings+Using+Digitized+Graphics+Tablet	complete
archive.ics.uci.edu/ml/support/Bach+Chorales	complete
wics.ics.uci.edu/events/2018-05-25	complete
wics.ics.uci.edu/events/2018-05-24	complete
wics.ics.uci.edu/events/2018-05-27	complete
wics.ics.uci.edu/events/2018-05-26	complete
wics.ics.uci.edu/events/2018-05-21	complete
www.ics.uci.edu/grad/admissions/index	complete
wics.ics.uci.edu/events/2018-05-23	complete
www.ics.uci.edu/computerscience/news/news_2007.php	complete
archive.ics.uci.edu/ml/machine-learning-databases/isolet.info	complete
wics.ics.uci.edu/events/2018-05-29	complete
wics.ics.uci.edu/events/2018-05-28	complete
mailman.ics.uci.edu/mailman/listinfo/docking	complete
flamingo.ics.uci.edu/README.txt	complete
archive.ics.uci.edu/ml/datasets/Qualitative+Structure+Activity+Relationships	complete
archive.ics.uci.edu/ml/datasets/News+Popularity+in+Multiple+Social+Media+Platforms	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/seminar/Nanda/partnerships.html	incomplete
www.ics.uci.edu/~stasio/Papers/cjkt04-abs.html	complete
www.ics.uci.edu/prospective/en/admissions/freshmen	complete
www.ics.uci.edu/~dechter/awards.html	complete
mailman.ics.uci.edu/mailman/admin/crick	complete
graphics.ics.uci.edu	complete
vision.ics.uci.edu/papers/YarkonyF_NIPS_2015	complete
www.ics.uci.edu/~dgillen	complete
archive.ics.uci.edu/ml/machine-learning-databases/00398	complete
sli.ics.uci.edu/Site/SideBar	complete
i-sensorium.ics.uci.edu/partnerships.html	complete
graphmod.ics.uci.edu/books	complete
ngs.ics.uci.edu/personal/past-affiliations	complete
vision.ics.uci.edu/papers/Ramanan_NIPS_2006	incomplete
www.ics.uci.edu/computing/ethics.php	complete
www.ics.uci.edu/lab_assistants/index.php	complete
archive.ics.uci.edu/ml/machine-learning-databases/00395	complete
mailman.ics.uci.edu/mailman/admin/46-tutors	complete
wics.ics.uci.edu/events/2018-05-07	complete
archive.ics.uci.edu/ml/thyroid-disease	complete
www.ics.uci.edu/research/tiers.html	complete
www.ics.uci.edu/policies/Grade_Options.php	incomplete
www.ics.uci.edu/../grad/index.php	complete
www.cert.ics.uci.edu/seminar/Nanda/motivation.html	complete
www.ics.uci.edu/~kay/courses/i41/answers.html	complete
www.ics.uci.edu/~redmiles/ics203b-SQ05/schedule.html	complete
www.ics.uci.edu/~marios	complete
archive.ics.uci.edu/ml/00292	complete
cloudberry.ics.uci.edu/2017-11-16-JianfengDefense	complete
www.ics.uci.edu/classification	complete
www.ics.uci.edu/about_wics.html	complete
archive.ics.uci.edu/ml/datasets/Diabetes	incomplete
sdcl.ics.uci.edu/2013/10/visit-to-ge-research	complete
wics.ics.uci.edu/events/2018-05-03	complete
archive.ics.uci.edu/ml/university	incomplete
archive.ics.uci.edu/ml/machine-learning-databases/labor-negotiations.test	complete
www.ics.uci.edu/ugrad/honors/index.php	complete
computableplant.ics.uci.edu/links.html	complete
computableplant.ics.uci.edu/alphasite/index-project.html	complete
mailman.ics.uci.edu/mailman/admin/statsgradpolicycommittee	complete
mhcid.ics.uci.edu/admissions/admissions-overview/applicant-portfolio	complete
www.ics.uci.edu/~projects/IDClass.htm	complete
www.ics.uci.edu/ugrad/resources/index	complete
archive.ics.uci.edu/ml/datasets/SGEMM+GPU+kernel+performance	complete
archive.ics.uci.edu/ml/machine-learning-databases/00248	complete
sdcl.ics.uci.edu/research/crowd-development	complete
www.ics.uci.edu/~skong2	complete
wics.ics.uci.edu/previous-officers	complete
www.ics.uci.edu/~pouria	complete
www.ics.uci.edu/community	complete
mailman.ics.uci.edu/mailman/private/hana-culture	complete
archive.ics.uci.edu/ml/balance-scale	complete
vision.ics.uci.edu/papers/BartPPW_CVPR_2008	incomplete
www.ics.uci.edu/prospective/vi/admissions/freshmen	complete
www.ics.uci.edu/~rostami1	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/board.html	complete
www.ics.uci.edu/~rjammala/contact.html	complete
archive.ics.uci.edu/ml/datasets/citation_policy.html	complete
www.ics.uci.edu/contact/student-affairs/​	complete
www.ics.uci.edu/about/annualreport/2005-06/index.php	incomplete
www.ics.uci.edu/~thornton/LabManual/Assignment1	complete
www.ics.uci.edu/~kay/courses/i42/hw/labF.html	incomplete
www.ics.uci.edu/~thornton/LabManual/Assignment3	complete
www.ics.uci.edu/~thornton/LabManual/Assignment2	complete
www.ics.uci.edu/%7elab/labs_specs/index.php	complete
www.ics.uci.edu/~thornton/LabManual/Assignment4	complete
cert.ics.uci.edu/seminar/Nanda/abstract.htm	complete
www.ics.uci.edu/~thornton/LabManual/Assignment6	complete
www.ics.uci.edu/%7Ewics/NCWIT_Blurb.html	complete
www.ics.uci.edu/~shallman	complete
www.ics.uci.edu/index.html	incomplete
www.ics.uci.edu/~perl	complete
sli.ics.uci.edu/PmWiki/Categories	complete
www.ics.uci.edu/prospective/vi/opportunities/research	complete
mailman.ics.uci.edu/mailman/private/icsb-mjolsness-tutorial	complete
computableplant.ics.uci.edu/gallery/gallery.html	complete
vision.ics.uci.edu/people/15.html	complete
sli.ics.uci.edu/PmWiki/Forms	complete
sli.ics.uci.edu/PmWiki/Troubleshooting	incomplete
sli.ics.uci.edu/Classes/2016W-178	complete
www.ics.uci.edu/people.html	complete
mcs.ics.uci.edu/about/course-descriptions	complete
sli.ics.uci.edu/Classes/2012W-178	complete
archive.ics.uci.edu/ml/machine-learning-databases/Data	complete
sli.ics.uci.edu/PmWiki/SpecialCharacters	complete
www.ics.uci.edu/~redmiles/ics125-FQ01	complete
archive.ics.uci.edu/ml/datasets/Physicochemical+Properties+of+Protein+Tertiary+Structure	complete
www.ics.uci.edu/ugrad/sao/Course_updates.php	complete
www.ics.uci.edu/~dechter/publications/r12a.html	complete
www.ics.uci.edu/prospective/ko/degrees/data-science	complete
www.ics.uci.edu/prospective/en/uci/campus	incomplete
www.ics.uci.edu/community/news/spotlight_gibas.php	complete
archive.ics.uci.edu/ml/00318	incomplete
archive.ics.uci.edu/ml/00192	complete
www.ics.uci.edu/grad/admissions	complete
cloudberry.ics.uci.edu	complete
archive.ics.uci.edu/ml/datasets/Pittsburgh+Bridges	complete
www.ics.uci.edu/~kay/courses/i42/wildride/data/rides2.txt	complete
archive.ics.uci.edu/ml/datasets/Trains	complete
www.ics.uci.edu/~kay/labtutors	complete
www.ics.uci.edu/~thornton/ILOCExamples.html	complete
www.ics.uci.edu/about/visit	complete
www.ics.uci.edu/~dsm/dyn/release/docs.html	complete
archive.ics.uci.edu/ml/datasets/QSAR+biodegradation	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/abstract.htm	complete
www.ics.uci.edu/250B/Spr13	complete
ngs.ics.uci.edu/author/ramesh	complete
archive.ics.uci.edu/ml/00314	incomplete
www.ics.uci.edu/about	complete
sli.ics.uci.edu/Classes/2010W-178	complete
www.ics.uci.edu/community/news/spotlight_hertz.php	complete
archive.ics.uci.edu/ml/machine-learning-databases/qsar	complete
sli.ics.uci.edu/Classes/2013S-77B-Misc	complete
www.ics.uci.edu/~dfooshee	complete
vision.ics.uci.edu/papers/KongF_TR_2017	complete
www.ics.uci.edu/~pattis/common/online46.html	complete
www.ics.uci.edu/%7esysarch	complete
www.ics.uci.edu/~tlatoza	complete
sli.ics.uci.edu/Code/Adaptive	complete
www.ics.uci.edu/sao/Course_updates.php	complete
www.ics.uci.edu/~dechter/talks/radcliffe-pub.pps	complete
sli.ics.uci.edu/Classes-2008F/MLN	complete
archive.ics.uci.edu/ml/soybean	complete
www.ics.uci.edu/grad/qa	complete
www.ics.uci.edu/%7eprojects/initiatives.html	complete
www.ics.uci.edu/~pattis/ICS-46/assignments/program0/program.html	complete
sli.ics.uci.edu/Johutchi-Private/Johutchi-Private	complete
www.ics.uci.edu/~yamingy/npmle.r	complete
www.ics.uci.edu/~jianfenj	complete
sli.ics.uci.edu/extras/cs178/LinearSVM_Demo.html	incomplete
archive.ics.uci.edu/ml/datasets/Bag+of+Words	complete
mailman.ics.uci.edu/mailman/listinfo/nsf-career	complete
www.ics.uci.edu/about/bren/gallery/gallery_14_jpg.php	complete
www.ics.uci.edu/ugrad/QA_Graduation	complete
graphics.ics.uci.edu/upload/TVCGYan.pd	complete
mailman.ics.uci.edu/mailman/admin/ivecg-faculty	complete
www.ics.uci.edu/~yamingy/npmle.c	complete
www.ics.uci.edu/~theory/269	complete
sli.ics.uci.edu/Pubs/PubsDB	complete
www.ics.uci.edu/community/news/spotlight_judith_olson_2013_outstanding_mentoring_award.php	complete
www.ics.uci.edu/~wscacchi/COSST	complete
archive.ics.uci.edu/ml/CorelFeatures-mld	complete
sli.ics.uci.edu/PmWiki/Uploads	complete
cert.ics.uci.edu	complete
sli.ics.uci.edu/video/cs178/Lecture02.html	complete
vision.ics.uci.edu/papers/SupancicRYSR_ICCV_2015	complete
fr.ics.uci.edu/widgets/chilepersonfinder	complete
vision.ics.uci.edu/papers/Ramanan_CVPR_2007	complete
cradl.ics.uci.edu/news	incomplete
computableplant.ics.uci.edu/papers/XXX	complete
mcs.ics.uci.edu/current-students/resources/grad-student-handbook	complete
archive.ics.uci.edu/ml/machine-learning-databases/undocumented/connectionist-bench/sonar.mines	complete
archive.ics.uci.edu/ml/machine-learning-databases/document-understanding	complete
www.ics.uci.edu/../../computing/account/new.php	complete
duttgroup.ics.uci.edu/blog	complete
www-db.ics.uci.edu/pages/research/quasar	complete
sli.ics.uci.edu/Classes-2008F	complete
www.ics.uci.edu/about/brenhall/index.php	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/EMWS09/seminar/Nanda/people.html	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/seminar/Nanda/initiatives.html	complete
archive.ics.uci.edu/ml/optdigits	complete
wics.ics.uci.edu/week-3-wicsvgdc-workshop	complete
www.ics.uci.edu/grad/degree_cs.php	complete
archive.ics.uci.edu/ml/machine-learning-databases/00196	complete
archive.ics.uci.edu/datasets/Entree+Chicago+Recommendation+Data	complete
www.ics.uci.edu/~stasio/fall04/ics268.html	complete
computableplant.ics.uci.edu/sw/CambiumPlenum	complete
sli.ics.uci.edu/Site/HtPasswd	complete
www.ics.uci.edu/teaching/stat262/index.htm	incomplete
www.ics.uci.edu/~dechter/acp_award.html	complete
www.ics.uci.edu/research/net neutrality.html	complete
vision.ics.uci.edu/papers/Rubel_Eurovis_2006	complete
archive.ics.uci.edu/ml/support/Breast+Cancer+Wisconsin+(Prognostic)	complete
computableplant.ics.uci.edu/papers/2006/Yeast_ANN_PLOSCB06.pdf 	complete
archive.ics.uci.edu/ml/machine-learning-databases/pendigits.tes	complete
sdcl.ics.uci.edu/2016/04/congratulations-to-arturo-di-lecce	incomplete
mailman.ics.uci.edu/mailman/admin/grad.informatics	complete
archive.ics.uci.edu/ml/datasets/PAMAP2+Physical+Activity+Monitoring	complete
www.ics.uci.edu/~majumder	complete
sdcl.ics.uci.edu/research/past-projects/lighthouse	complete
archive.ics.uci.edu/ml/00397	complete
archive.ics.uci.edu/ml/00396	complete
vision.ics.uci.edu/papers/WeberEWP_AFGR_2000	complete
archive.ics.uci.edu/ml/00394	complete
archive.ics.uci.edu/ml/00393	complete
archive.ics.uci.edu/ml/00392	complete
www.ics.uci.edu/prospective/zh-tw/admissions/freshmen	complete
archive.ics.uci.edu/ml/00390	complete
mailman.ics.uci.edu/mailman/admin/grad.softeng	complete
www.ics.uci.edu/~redmiles/ics131-FQ04/linksandresources.html	complete
www.ics.uci.edu/ugrad/sao/Appts_Walk-Ins.php	complete
www.ics.uci.edu/~thornton/ics45c	complete
archive.ics.uci.edu/ml/00398	complete
flamingo.ics.uci.edu/releases/docs/GettingStartedDoc.html	complete
www.ics.uci.edu/~dvk/pub/SIGMOD04_dvk.html	complete
www.ics.uci.edu/~yamingy/bayesD_cocktail.r	complete
archive.ics.uci.edu/ml/machine-learning-databases/00432	complete
sli.ics.uci.edu/PmWiki/Installation	complete
www.ics.uci.edu/tools/ajana.html	complete
www.ics.uci.edu/~dsm/publications.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/auslan.data.html	complete
www.ics.uci.edu/employ_faculty.php	complete
ngs.ics.uci.edu/personal/favorite-quotes	complete
archive.ics.uci.edu/ml/machine-learning-databases/url	complete
archive.ics.uci.edu/ml/datasets/Ozone+Level+Detection	complete
keys.ics.uci.edu	complete
isg.ics.uci.edu/people.xml	complete
archive.ics.uci.edu/ml/datasets/Plants	complete
archive.ics.uci.edu/ml/kddcup98-mld	complete
www.ics.uci.edu/grad/policies/GradPolicies_TransferCredit.php	incomplete
www.ics.uci.edu/%7Emajumder/pub.html	incomplete
archive.ics.uci.edu/ml/cpu-performance	complete
archive.ics.uci.edu/datasets/Chess+(Domain+Theories)	complete
sli.ics.uci.edu/Classes-2008F/CTMSegmentation	complete
www.ics.uci.edu/~lab/software.php	complete
www.ics.uci.edu/about_officers.html	complete
archive.ics.uci.edu/ml/machine-learning-databases/bridges	complete
archive.ics.uci.edu/ml/ecoli	complete
mhcid.ics.uci.edu/people/mentors	complete
archive.ics.uci.edu/ml/machine-learning-databases/internet_ads	complete
archive.ics.uci.edu/ml/meta-data	complete
futurehealth.ics.uci.edu/people	complete
www.ics.uci.edu/~kay/courses/i41/final.html	complete
www.ics.uci.edu/~frost	complete
wics.ics.uci.edu/wics-attends-cwic-socal	complete
www.ics.uci.edu/~lab/proj_ics	complete
archive.ics.uci.edu/ml/datasets/Reuters+RCV1+RCV2+Multilingual%2C+Multiview+Text+Categorization+Test+collection	complete
www.ics.uci.edu/students/index.php	incomplete
www.ics.uci.edu/about/annualreport/2006-07/index.php	complete
www.ics.uci.edu/face/face.key	complete
www.ics.uci.edu/~dechter/publications/r136a.html	complete
www.ics.uci.edu/~dsm/dyn/release/api/proxy_8h.html	complete
isg.ics.uci.edu	complete
archive.ics.uci.edu/ml/datasets/Parkinsons	complete
archive.ics.uci.edu/ml/machine-learning-databases/SyskillWebert-mld/SyskillWebert.data.html	complete
support.ics.uci.edu/feed.xml	complete
sli.ics.uci.edu/Ihler-Private/ToDo-gtddata	complete
www.ics.uci.edu/shortbio.html	complete
archive.ics.uci.edu/datasets/LED+Display+Domain	complete
computableplant.ics.uci.edu/~dorendor/thesis	complete
www.ics.uci.edu/prospective/zh-tw/opportunities/research	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw4.html	complete
computableplant.ics.uci.edu/research.html	complete
vision.ics.uci.edu/people/6.html	complete
cocoa-krispies.ics.uci.edu/~paolo/JuliusC	complete
www.graphics.ics.uci.edu	complete
mailman.ics.uci.edu/mailman/listinfo/insa-news	complete
vision.ics.uci.edu/links.html	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/seminar/Nanda/EMWS09/EMWS09/motivation.html	complete
mailman.ics.uci.edu/mailman/private/ics6b-w08	complete
www.ics.uci.edu/~pattis/ICS-46/lectures/notes/template.txt	complete
mailman.ics.uci.edu/mailman/listinfo/asterixresearch	complete
www.ics.uci.edu/~lab/acct_activate.php	complete
asterix.ics.uci.edu/bigactivedata	complete
www.ics.uci.edu/~eppstein	complete
www.ics.uci.edu/grad/funding/index	complete
archive.ics.uci.edu/ml/machine-learning-databases/Ennio_Doorbell	complete
www.ics.uci.edu/%7elab/proj_ics/policy.php	complete
sli.ics.uci.edu/PmWiki/Search	incomplete
sli.ics.uci.edu/Classes/2009W	incomplete
sdcl.ics.uci.edu/research/crowd-fault-localization	complete
www.ics.uci.edu/midi/rock/index.html	complete
sli.ics.uci.edu/Classes-CS271-Notes/SearchHeuristic	complete
sli.ics.uci.edu/Projects/Vision	incomplete
www.ics.uci.edu/~pattis/ICS-46/lectures/notes/speedup.txt	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	complete
www.ics.uci.edu/~hinaa	complete
archive.ics.uci.edu/ml/document-understanding	incomplete
www.ics.uci.edu/prospective/ko/student-life/bren-ics-organizations	complete
www.ics.uci.edu/~pattis/ICS-46/lectures/notes/aa1.txt	complete
www.ics.uci.edu/students.html	complete
www.ics.uci.edu/community/news/spotlight_broadcom_top_trends_in_tech.php	complete
vision.ics.uci.edu/papers/GehlerHW_ICML_2006	complete
wics.ics.uci.edu/event/autogravity-job-shadowing	complete
www.ics.uci.edu/records.html	complete
www.ics.uci.edu/index.jemdoc	complete
sli.ics.uci.edu/Classes/2014W-178	incomplete
www.ics.uci.edu/community/news/notes/notes_2014.php	complete
computableplant.ics.uci.edu/~guy	complete
cloudberry.ics.uci.edu/news	complete
www.ics.uci.edu/refs.html	complete
www.ics.uci.edu/~projects/partnerships.html	incomplete
www.ics.uci.edu/community/alumni/hall_of_fame/inductees.php	complete
vision.ics.uci.edu/people/34.html	complete
mhcid.ics.uci.edu/program/curriculum	complete
emj.ics.uci.edu/software/cambium-model-translation-software	complete
archive.ics.uci.edu/ml/anonymous	incomplete
ngs.ics.uci.edu/about-ramesh/events	complete
www.ics.uci.edu/grad/courses	complete
archive.ics.uci.edu/ml/machine-learning-databases/00368	complete
archive.ics.uci.edu/ml/machine-learning-databases/isolet1+2+3+4.data.Z	complete
www.ics.uci.edu/worm.html	incomplete
www.ics.uci.edu/involved/leadership_council.php	complete
www.ics.uci.edu/research/resalloc.html	complete
sli.ics.uci.edu/Pubs/Pubs	complete
www.ics.uci.edu/prospective/ko/student-life/campus-involvement	complete
sli.ics.uci.edu/Code/MMPP	complete
www.ics.uci.edu/~tujohnso	complete
duttgroup.ics.uci.edu/2017/09/26/2017-fall-quarter-welcoming-bbq	complete
mailman.ics.uci.edu/mailman/listinfo/31-tutors	complete
www.ics.uci.edu/~dsm/dyn/release	complete
archive.ics.uci.edu/ml/datasets/SECOM	complete
vision.ics.uci.edu/papers/YarkonyMIF_UAI_2011	complete
www.ics.uci.edu/grad/policies/GradPolicies_CandidacyCommittee.php	complete
mailman.ics.uci.edu/mailman/listinfo/informatics-nonstudents	complete
vision.ics.uci.edu/papers/MartinFM_PAMI_2003	complete
www.ics.uci.edu/%7Evbonsi	complete
sli.ics.uci.edu/PmWiki/PageFileFormat	complete
www.cert.ics.uci.edu/seminar/Nanda/seminar/Nanda/motivation.html	complete
www.ics.uci.edu/~redmiles/ics125-FQ01/projects	complete
archive.ics.uci.edu/ml/machine-learning-databases/cylinder-bands	complete
ngs.ics.uci.edu/entrepreneurship/past-companies	complete
www.ics.uci.edu/%7Emajumder	incomplete
archive.ics.uci.edu/ml/datasets/Internet+Advertisements	complete
www.ics.uci.edu/ugrad/current/degrees/index.php	complete
www.ics.uci.edu/~radum	complete
archive.ics.uci.edu/ml/machine-learning-databases/00259	complete
yarra.ics.uci.edu/calit2	complete
www.ics.uci.edu/~dechter/publications	complete
mailman.ics.uci.edu/mailman/admin/cmpro	complete
archive.ics.uci.edu/ml/machine-learning-databases/00251	complete
archive.ics.uci.edu/ml/machine-learning-databases/00250	complete
archive.ics.uci.edu/ml/datasets/Servo	incomplete
www.ics.uci.edu/bio	complete
archive.ics.uci.edu/ml/datasets/Australian+Sign+Language+signs+%28High+Quality%29	complete
www.ics.uci.edu/~kay/courses/i42/hw/labE.html	complete
